1.987004754358161485e+00,1.230493915533285687e+00
1.987321711568938110e+00,1.456692913385826849e+00
1.986370839936608679e+00,1.501789549033643478e+00
1.986370839936608679e+00,1.899069434502505205e+00
1.986370839936608679e+00,1.972083035075161028e+00
1.986370839936608679e+00,2.002147458840372263e+00
1.986370839936608679e+00,2.020758768790265059e+00
1.986370839936608679e+00,2.035075161059412885e+00
1.986370839936608679e+00,2.045096635647816630e+00
1.986370839936608679e+00,2.047244094488188892e+00
1.986370839936608679e+00,2.052970651395848112e+00
1.986370839936608679e+00,2.056549749463135068e+00
1.986370839936608679e+00,2.058697208303507331e+00
1.986370839936608679e+00,2.068002863278453951e+00
1.986370839936608679e+00,2.070150322118826214e+00
1.986370839936608679e+00,2.071581961345740908e+00
1.986370839936608679e+00,2.071581961345740908e+00
1.986370839936608679e+00,2.072297780959198477e+00
1.986370839936608679e+00,2.074445239799570295e+00
1.986370839936608679e+00,2.074445239799570295e+00
1.986370839936608679e+00,2.074445239799570295e+00
1.986370839936608679e+00,2.073729420186113170e+00
1.986370839936608679e+00,2.075876879026485433e+00
1.986370839936608679e+00,2.080171796707229959e+00
1.986053882725831832e+00,2.080171796707229959e+00
1.986053882725831832e+00,2.080171796707229959e+00
1.986053882725831832e+00,2.080887616320687084e+00
1.986053882725831832e+00,2.085182534001431609e+00
1.986053882725831832e+00,2.085898353614888734e+00
1.986053882725831832e+00,2.086614173228346747e+00
1.986053882725831832e+00,2.086614173228346747e+00
1.986053882725831832e+00,2.087329992841803872e+00
1.986053882725831832e+00,2.090193271295633703e+00
1.986053882725831832e+00,2.091624910522548397e+00
1.986053882725831832e+00,2.095204008589835354e+00
1.986053882725831832e+00,2.095204008589835354e+00
1.986053882725831832e+00,2.094488188976378229e+00
1.986053882725831832e+00,2.094488188976378229e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986053882725831832e+00,2.093056549749463091e+00
1.986370839936608679e+00,2.093772369362920660e+00
1.986370839936608679e+00,2.093772369362920660e+00
1.986370839936608679e+00,2.094488188976378229e+00
1.986370839936608679e+00,2.095204008589835354e+00
1.986370839936608679e+00,2.095919828203292479e+00
1.987321711568937888e+00,2.096635647816750492e+00
